1691934302.3504167
0 tensor(0.0746, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
10 tensor(0.0664, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
20 tensor(0.0604, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
30 tensor(0.0561, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
40 tensor(0.0529, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
50 tensor(0.0506, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
60 tensor(0.0490, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
70 tensor(0.0479, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
80 tensor(0.0471, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
90 tensor(0.0466, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
100 tensor(0.0462, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
110 tensor(0.0459, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
120 tensor(0.0456, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
130 tensor(0.0454, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
140 tensor(0.0453, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
150 tensor(0.0451, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
160 tensor(0.0450, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
170 tensor(0.0449, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
180 tensor(0.0448, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
190 tensor(0.0447, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
200 tensor(0.0446, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
210 tensor(0.0445, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
220 tensor(0.0444, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
230 tensor(0.0444, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
240 tensor(0.0443, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
250 tensor(0.0442, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
260 tensor(0.0441, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
270 tensor(0.0440, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
280 tensor(0.0440, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
290 tensor(0.0439, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
300 tensor(0.0438, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
310 tensor(0.0437, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
320 tensor(0.0436, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
330 tensor(0.0436, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
340 tensor(0.0435, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
350 tensor(0.0434, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
360 tensor(0.0433, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
