1693692760.5390255
0 tensor(0.1334, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
10 tensor(0.0425, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
20 tensor(0.0354, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
30 tensor(0.0308, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
40 tensor(0.0296, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
50 tensor(0.0283, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
60 tensor(0.0275, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
70 tensor(0.0267, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
80 tensor(0.0260, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
90 tensor(0.0253, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
100 tensor(0.0246, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
110 tensor(0.0240, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
120 tensor(0.0235, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
130 tensor(0.0230, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
140 tensor(0.0227, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
150 tensor(0.0224, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
160 tensor(0.0220, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
170 tensor(0.0217, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
180 tensor(0.0214, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
190 tensor(0.0211, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
200 tensor(0.0208, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
210 tensor(0.0205, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
220 tensor(0.0201, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
230 tensor(0.0197, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
240 tensor(0.0194, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
250 tensor(0.0190, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
260 tensor(0.0186, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
270 tensor(0.0182, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
280 tensor(0.0178, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
290 tensor(0.0174, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
300 tensor(0.0171, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
310 tensor(0.0167, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
320 tensor(0.0164, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
330 tensor(0.0161, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
340 tensor(0.0158, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
350 tensor(0.0155, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
360 tensor(0.0152, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
370 tensor(0.0149, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
380 tensor(0.0146, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
390 tensor(0.0143, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
400 tensor(0.0139, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
410 tensor(0.0135, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
420 tensor(0.0131, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
430 tensor(0.0126, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
440 tensor(0.0121, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
450 tensor(0.0115, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
460 tensor(0.0109, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
470 tensor(0.0102, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
480 tensor(0.0095, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
490 tensor(0.0088, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
500 tensor(0.0080, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
510 tensor(0.0074, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
520 tensor(0.0069, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
530 tensor(0.0065, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
540 tensor(0.0062, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
550 tensor(0.0060, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
560 tensor(0.0058, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
570 tensor(0.0056, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
