1690994144.7901506
r=: 12
0 tensor(0.2053, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1 tensor(0.1862, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2 tensor(0.1688, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3 tensor(0.1534, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4 tensor(0.1404, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
5 tensor(0.1295, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
6 tensor(0.1206, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
7 tensor(0.1134, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
8 tensor(0.1075, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
9 tensor(0.1024, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
10 tensor(0.0980, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
11 tensor(0.0940, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
12 tensor(0.0903, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
13 tensor(0.0867, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
14 tensor(0.0833, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
15 tensor(0.0801, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
16 tensor(0.0770, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
17 tensor(0.0741, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
18 tensor(0.0714, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
19 tensor(0.0688, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
20 tensor(0.0664, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
21 tensor(0.0641, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
22 tensor(0.0619, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
23 tensor(0.0598, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
24 tensor(0.0578, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
25 tensor(0.0559, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
26 tensor(0.0541, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
27 tensor(0.0523, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
28 tensor(0.0507, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
29 tensor(0.0491, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
30 tensor(0.0476, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
31 tensor(0.0461, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
32 tensor(0.0448, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
33 tensor(0.0435, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
34 tensor(0.0423, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
35 tensor(0.0411, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
36 tensor(0.0401, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
37 tensor(0.0390, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
38 tensor(0.0381, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
39 tensor(0.0372, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
40 tensor(0.0363, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
41 tensor(0.0355, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
42 tensor(0.0347, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
43 tensor(0.0339, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
44 tensor(0.0331, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
45 tensor(0.0324, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
46 tensor(0.0317, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
47 tensor(0.0310, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
48 tensor(0.0303, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
49 tensor(0.0297, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
50 tensor(0.0291, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
51 tensor(0.0285, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
52 tensor(0.0280, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
53 tensor(0.0274, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
54 tensor(0.0269, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
55 tensor(0.0265, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
56 tensor(0.0260, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
57 tensor(0.0255, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
58 tensor(0.0251, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
59 tensor(0.0247, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
60 tensor(0.0243, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
61 tensor(0.0238, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
62 tensor(0.0234, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
63 tensor(0.0231, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
64 tensor(0.0227, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
65 tensor(0.0223, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
66 tensor(0.0219, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
67 tensor(0.0216, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
68 tensor(0.0212, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
69 tensor(0.0208, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
70 tensor(0.0205, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
71 tensor(0.0202, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
72 tensor(0.0198, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
73 tensor(0.0195, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
74 tensor(0.0192, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
75 tensor(0.0189, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
76 tensor(0.0186, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
77 tensor(0.0182, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
78 tensor(0.0179, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
79 tensor(0.0177, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
80 tensor(0.0174, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
81 tensor(0.0171, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
82 tensor(0.0168, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
83 tensor(0.0165, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
84 tensor(0.0162, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
85 tensor(0.0160, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
86 tensor(0.0157, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
87 tensor(0.0154, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
88 tensor(0.0152, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
89 tensor(0.0149, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
90 tensor(0.0147, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
91 tensor(0.0144, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
92 tensor(0.0142, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
93 tensor(0.0140, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
94 tensor(0.0137, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
95 tensor(0.0135, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
96 tensor(0.0133, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
97 tensor(0.0130, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
98 tensor(0.0128, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
99 tensor(0.0126, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
100 tensor(0.0124, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
101 tensor(0.0122, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
102 tensor(0.0120, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
103 tensor(0.0118, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
104 tensor(0.0116, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
105 tensor(0.0114, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
106 tensor(0.0112, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
107 tensor(0.0110, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
108 tensor(0.0108, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
109 tensor(0.0106, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
110 tensor(0.0104, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
111 tensor(0.0103, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
112 tensor(0.0101, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
113 tensor(0.0099, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
114 tensor(0.0098, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
115 tensor(0.0096, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
116 tensor(0.0094, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
117 tensor(0.0093, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
118 tensor(0.0091, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
119 tensor(0.0090, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
120 tensor(0.0088, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
121 tensor(0.0087, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
122 tensor(0.0085, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
123 tensor(0.0084, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
124 tensor(0.0082, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
125 tensor(0.0081, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
126 tensor(0.0080, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
127 tensor(0.0078, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
128 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
129 tensor(0.0076, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
130 tensor(0.0074, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
131 tensor(0.0073, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
132 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
133 tensor(0.0071, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
134 tensor(0.0070, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
