1690978668.0355442
r=: 12
0 tensor(0.1448, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1 tensor(0.1313, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2 tensor(0.1197, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3 tensor(0.1097, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4 tensor(0.1009, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
5 tensor(0.0930, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
6 tensor(0.0859, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
7 tensor(0.0797, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
8 tensor(0.0741, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
9 tensor(0.0692, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
10 tensor(0.0647, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
11 tensor(0.0607, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
12 tensor(0.0569, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
13 tensor(0.0533, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
14 tensor(0.0498, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
15 tensor(0.0464, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
16 tensor(0.0433, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
17 tensor(0.0404, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
18 tensor(0.0377, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
19 tensor(0.0352, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
20 tensor(0.0329, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
21 tensor(0.0308, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
22 tensor(0.0288, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
23 tensor(0.0270, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
24 tensor(0.0254, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
25 tensor(0.0240, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
26 tensor(0.0228, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
27 tensor(0.0216, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
28 tensor(0.0206, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
29 tensor(0.0197, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
30 tensor(0.0189, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
31 tensor(0.0182, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
32 tensor(0.0175, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
33 tensor(0.0170, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
34 tensor(0.0164, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
35 tensor(0.0159, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
36 tensor(0.0154, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
37 tensor(0.0149, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
38 tensor(0.0144, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
39 tensor(0.0139, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
