1690895481.913561
r=: 10
0 tensor(0.1514, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1 tensor(0.1369, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2 tensor(0.1242, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3 tensor(0.1131, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4 tensor(0.1036, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
5 tensor(0.0954, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
6 tensor(0.0884, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
7 tensor(0.0824, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
8 tensor(0.0772, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
9 tensor(0.0727, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
10 tensor(0.0686, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
11 tensor(0.0649, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
12 tensor(0.0613, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
13 tensor(0.0579, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
14 tensor(0.0544, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
15 tensor(0.0511, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
16 tensor(0.0478, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
17 tensor(0.0446, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
18 tensor(0.0415, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
19 tensor(0.0386, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
20 tensor(0.0359, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
21 tensor(0.0334, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
22 tensor(0.0311, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
23 tensor(0.0290, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
24 tensor(0.0271, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
25 tensor(0.0254, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
26 tensor(0.0238, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
27 tensor(0.0224, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
28 tensor(0.0210, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
29 tensor(0.0197, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
30 tensor(0.0185, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
31 tensor(0.0174, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
32 tensor(0.0163, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
33 tensor(0.0153, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
34 tensor(0.0144, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
35 tensor(0.0136, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
36 tensor(0.0128, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
37 tensor(0.0121, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
38 tensor(0.0114, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
39 tensor(0.0107, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
40 tensor(0.0101, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
41 tensor(0.0095, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
42 tensor(0.0090, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
43 tensor(0.0085, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
44 tensor(0.0081, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
45 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
46 tensor(0.0073, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
47 tensor(0.0070, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
48 tensor(0.0067, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
49 tensor(0.0064, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
50 tensor(0.0061, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
51 tensor(0.0059, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
52 tensor(0.0056, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
53 tensor(0.0054, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
54 tensor(0.0052, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
55 tensor(0.0050, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
56 tensor(0.0048, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
57 tensor(0.0046, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
58 tensor(0.0044, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
59 tensor(0.0043, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
60 tensor(0.0041, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
61 tensor(0.0040, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
62 tensor(0.0038, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
63 tensor(0.0037, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
