0 tensor(0.1867, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
100 tensor(0.1731, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
200 tensor(0.1508, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
300 tensor(0.1212, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
400 tensor(0.0983, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
500 tensor(0.0802, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
600 tensor(0.0656, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
700 tensor(0.0548, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
800 tensor(0.0478, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
900 tensor(0.0435, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1000 tensor(0.0411, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1100 tensor(0.0396, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1200 tensor(0.0387, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1300 tensor(0.0379, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1400 tensor(0.0371, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1500 tensor(0.0360, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1600 tensor(0.0344, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1700 tensor(0.0318, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1800 tensor(0.0282, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1900 tensor(0.0247, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2000 tensor(0.0218, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2100 tensor(0.0197, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2200 tensor(0.0182, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2300 tensor(0.0172, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2400 tensor(0.0164, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2500 tensor(0.0158, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2600 tensor(0.0154, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2700 tensor(0.0150, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2800 tensor(0.0147, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2900 tensor(0.0144, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3000 tensor(0.0142, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3100 tensor(0.0140, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
