0 tensor(0.1870, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
100 tensor(0.0415, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
200 tensor(0.0229, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
300 tensor(0.0175, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
400 tensor(0.0151, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
500 tensor(0.0110, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
600 tensor(0.0071, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
700 tensor(0.0041, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
800 tensor(0.0026, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
900 tensor(0.0018, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1000 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1100 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1200 tensor(0.0011, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1300 tensor(0.0010, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1400 tensor(0.0009, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1500 tensor(0.0009, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1600 tensor(0.0008, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1700 tensor(0.0008, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1800 tensor(0.0007, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
1900 tensor(0.0007, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2000 tensor(0.0007, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2100 tensor(0.0006, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2200 tensor(0.0006, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2300 tensor(0.0006, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2400 tensor(0.0006, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2500 tensor(0.0006, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2600 tensor(0.0006, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2700 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2800 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
2900 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3000 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3100 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3200 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3300 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3400 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3500 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3600 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3700 tensor(0.0005, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3800 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
3900 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4000 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4100 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4200 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4300 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4400 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4500 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4600 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
4700 tensor(0.0004, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
